M01,M02,M03,M04,M05,M06,M07,M08,M09,M010,M011,M012,M013,M014,M015,M016,M017,M018,M019,M020,M021,M022,M023,M024,M025,M026,M027,M028,M029,M030,M031,M032,M033,M034,M035,M036,M037,M038,M039,M040,M041,M042,M043,M044,M045,M046,M047,M048,M049,M050,M051,M052,M053,M054,M055,M056,M057,M058,M059,M060,M061,M062,M063,M064,M065,M066,M067,M068,M069,M070,M071,M072,M073,M074,M075,M076,M077,M078,M079,M080,M081,M082,M083
gene169,0,0,0,0,0,0,0,0,0,0,0,146.722429446298,0,0,263.714182185751,0,0,0,150.223262699853,162.445201571458,0,0,206.886903175554,0,238.176795919776,0,0,0,0,0,128.216808789051,0,0,0,0,0,0,0,0,177.276104483276,0,0,0,0,0,177.484771285837,0,0,0,0,0,0,0,0,194.940991154112,0,0,0,0,0,0,205.896936099827,365.440493051789,0,0,0,0,0,0,0,0,0,0,0,120.218227301998,0,0,0,0,0,0,0,0
gene170,0,0,0,0,0,0,0,333.729326977727,0,0,0,0,0,0,0,0,0,0,0,206.711676960163,153.437145985105,0,0,0,0,0,0,0,0,281.42156098428,0,272.2684273632,0,0,0,0,0,0,0,0,0,296.809751599052,0,0,211.306972881006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323.881592846336,0,0,0,0,0,0,0,0,0,0
gene171,0,0,0,0,0,263.934817532526,0,0,0,0,0,0,0,0,0,304.134664314334,0,0,0,0,0,0,206.886903175554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136.61519196367,0,0,0,0,0,0,0,249.175238318059,0,217.037299676303,0,0,0,0,0,0,0,0,0,236.079823293688,0,0,0,0,0
gene172,0,0,0,0,0,587.790589084933,0,0,0,0,0,0,0,0,0,304.134664314334,0,0,0,0,0,0,0,0,597.331460912521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene173,286.288682211242,0,0,0,0,0,0,0,0,0,0,213.796620856832,0,0,0,0,144.636619570738,0,0,0,0,0,206.886903175554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163.774078233922,216.512308960418,0,0,0,0,0,201.844752993538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,326.292296770769,0,0,0,0,0,0
gene174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150.223262699853,162.445201571458,0,0,0,0,0,0,0,0,0,0,128.216808789051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.218227301998,0,0,293.015940760214,0,0,339.245083763903,0,0
gene175,0,0,0,0,0,0,229.982515570014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147.597149925969,0,0,0,0,0,260.98240305559,0,0,165.396177066601,0,0,0,0,0,285.188017006075,0,0,0,195.252121409941,0,0,0,0,223.411506788147,0,0,0,0,0,366.956674384658,0,0,0,220.829097576407,0,0,0,0,0,0,0,0,0,198.795821271718,0,0,0,0,0,0,323.881592846336,0,0,0,0,0,0,0,0,0,0
gene176,0,0,0,0,0,0,0,0,0,0,542.516765082743,0,0,0,0,0,0,0,216.613248748589,0,0,0,0,0,0,0,0,0,0,0,0,0,223.055694599317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,389.592548540569,0,0,0,0,0,0,0,0,0,0,0,0,195.180806352834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene178,0,0,0,0,0,0,510.292073690267,0,0,0,0,0,0,0,0,0,0,365.273970098773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195.252121409941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265.724161762501,0,0,0,0,0,0,0,0,0,0,0,0
gene179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315.97103103233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene180,198.230550020921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190.01780511454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360.147269506877,0,0,0,0,161.843100571576,0,0,293.015940760214,0,0,276.825939868469,0,0
gene181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258.390054246456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187.662905916879,0,0,0,0,0,0,0,282.298211257356
gene182,0,0,0,0,0,349.232509363034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259.923683057579,0,0,120.218227301998,0,0,0,0,0,0,0,0
gene183,0,138.12489886743,0,0,0,0,0,0,0,0,0,0,293.18217545068,0,0,0,0,0,0,0,153.437145985105,0,0,277.282158149031,0,243.689553507719,0,0,170.172947736864,0,0,0,0,0,0,0,0,365.551312096316,0,177.276104483276,0,0,0,0,0,0,0,0,0,0,0,366.956674384658,0,0,0,0,0,136.61519196367,224.978831516386,0,0,0,0,0,0,198.795821271718,285.49296902178,0,266.451964712608,0,0,0,323.881592846336,0,120.218227301998,182.694642578873,0,0,156.468681569191,0,247.368674118141,0,0
gene184,0,264.677926871674,0,519.075333862408,429.907476754571,0,0,333.729326977727,0,0,0,0,0,0,0,0,0,0,0,0,197.282417000016,0,389.663976480558,0,0,0,0,0,0,0,187.945897675754,272.2684273632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307.742142743183,0,0,0,0,0,0,0,0,0,0,0,0,261.318450683195,0,0,0,0,161.843100571576,0,0,0,156.468681569191,0,0,0,194.789087961852
gene185,286.288682211242,0,0,0,0,0,229.982515570014,0,274.128785320885,0,0,0,0,0,0,0,0,0,0,0,153.437145985105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297.390220027667,0,0,0,0,0,181.535810211439,0,0,0,0,136.981735043308,0,0,0,0,0,0,550.668778255456,0,336.052704526512,0,0,0,0,0,0,0,357.519339338414,0,198.795821271718,0,0,0,0,0,0,0,0,0,0,0,0,0,335.445182096205,0,0,0
gene186,198.230550020921,0,0,0,0,0,0,333.729326977727,274.128785320885,0,0,0,0,371.738969547604,208.461323100732,375.92527222367,0,0,0,0,223.835220833551,0,206.886903175554,0,0,0,312.641804784015,0,274.404401707639,0,0,378.67725545565,279.140601198114,0,0,0,0,0,0,0,334.217650709151,230.151356002881,340.454344864939,266.405780421956,0,0,0,195.180806352834,0,0,0,0,0,0,194.940991154112,0,0,136.61519196367,0,0,0,0,0,0,253.055616083811,0,0,0,0,261.318450683195,0,0,0,0,0,0,0,0,156.468681569191,0,0,0,0
gene187,0,189.793207259923,0,468.668280130982,556.651019887505,0,229.982515570014,0,274.128785320885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221.084704463783,0,0,338.869408770274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163.774078233922,0,450.792387505494,0,0,0,220.829097576407,0,0,0,0,0,0,0,0,0,0,285.49296902178,217.037299676303,0,0,0,259.923683057579,262.695490975031,0,161.843100571576,0,0,236.079823293688,0,0,0,0,0
gene188,0,0,0,0,732.53456347612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,365.551312096316,0,0,0,0,340.454344864939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene189,0,245.973138773697,0,0,0,0,0,0,0,0,378.23670858171,0,0,0,0,0,0,0,150.223262699853,233.398355796111,0,0,0,0,0,0,386.00452721854,0,0,0,0,378.67725545565,0,278.971438037384,0,0,0,0,0,177.276104483276,0,0,0,0,0,0,0,0,0,275.301868115583,0,0,0,0,0,0,0,136.61519196367,0,0,0,0,0,482.741361933201,202.789377098837,0,0,0,0,0,0,0,262.695490975031,0,161.843100571576,0,0,293.015940760214,0,0,0,0,0
gene190,0,0,0,0,0,0,229.982515570014,0,0,0,0,146.722429446298,0,0,208.461323100732,0,0,264.281080036598,150.223262699853,162.445201571458,0,0,0,0,0,0,0,0,0,0,0,378.67725545565,223.055694599317,0,0,241.445483016068,0,0,284.225163657526,224.30937847502,0,0,0,0,211.306972881006,0,0,195.180806352834,0,307.432739532442,0,0,0,416.717915958976,0,0,0,136.61519196367,0,0,0,205.896936099827,0,0,253.055616083811,0,0,217.037299676303,0,0,0,0,0,295.345083688609,0,0,0,0,0,335.445182096205,0,0,194.789087961852
gene191,253.137488832488,0,0,0,0,263.934817532526,0,333.729326977727,0,0,0,0,0,457.419842653842,320.783293086827,0,217.789692268115,0,191.626668891664,0,0,221.609958698346,0,0,0,215.509359908345,0,229.978251497235,274.404401707639,228.460355860848,216.873626594274,0,0,278.971438037384,534.399038254262,373.064639590139,388.905516051878,0,308.041918667001,288.731887375384,279.317289418541,259.414854908703,0,167.822677815762,211.306972881006,0,136.981735043308,0,0,0,0,0,0,0,0,299.043246724718,0,136.61519196367,224.978831516386,0,277.085048909376,286.197275127321,0,0,0,0,376.141693595134,273.569586456684,0,0,265.724161762501,318.378802497965,0,238.534537820057,187.662905916879,0,0,293.015940760214,0,0,198.13929335806,0,194.789087961852
gene192,0,222.25122240477,0,0,429.907476754571,349.232509363034,0,0,0,0,0,146.722429446298,208.904495595251,0,208.461323100732,304.134664314334,0,0,191.626668891664,162.445201571458,197.282417000016,0,206.886903175554,277.282158149031,0,0,0,0,170.172947736864,228.460355860848,187.945897675754,407.164892631694,279.140601198114,0,0,0,350.21306041997,0,0,0,301.994799878861,181.535810211439,237.143465676178,216.096901384542,0,0,136.981735043308,0,0,0,265.431228997632,0,0,0,0,0,0,206.928855476267,311.712687682785,0,0,0,365.440493051789,0,0,0,353.770894218516,0,217.181389128346,261.318450683195,265.724161762501,0,0,0,161.843100571576,0,0,0,225.067947245205,0,0,0,0
gene193,0,138.12489886743,0,0,313.237727717841,0,0,0,0,0,0,188.503031074248,0,371.738969547604,0,304.134664314334,0,0,150.223262699853,0,0,147.597149925969,206.886903175554,417.762762129545,0,0,0,229.978251497235,0,228.460355860848,0,0,223.055694599317,0,0,241.445483016068,0,0,0,0,0,0,237.143465676178,245.351510755286,0,250.977627257365,217.313613434699,195.180806352834,0,0,331.477378070703,0,0,0,194.940991154112,299.043246724718,362.311976371258,0,0,0,0,256.159359970651,0,0,0,0,220.219652384387,0,0,261.318450683195,265.724161762501,0,0,0,161.843100571576,228.122153793122,0,0,0,0,0,0,194.789087961852
gene194,253.137488832488,0,404.381655150946,519.075333862408,313.237727717841,263.934817532526,0,0,0,0,0,146.722429446298,208.904495595251,0,320.783293086827,304.134664314334,144.636619570738,264.281080036598,0,206.711676960163,0,0,0,0,0,215.509359908345,0,300.728908426917,170.172947736864,0,0,407.164892631694,279.140601198114,0,0,0,0,0,308.041918667001,0,195.252121409941,0,237.143465676178,167.822677815762,211.306972881006,177.484771285837,0,300.455389943734,0,353.998454670885,344.72264827499,0,466.487775254339,334.655794176542,0,220.829097576407,0,0,0,430.870111245556,0,0,0,0,0,0,220.219652384387,217.037299676303,0,0,0,0,262.695490975031,238.534537820057,0,0,326.292296770769,0,0,0,0,302.320295244679,0
gene195,0,0,360.43181136912,0,0,0,0,0,0,0,0,0,208.904495595251,0,0,0,144.636619570738,0,0,0,0,147.597149925969,206.886903175554,0,0,0,0,0,0,0,128.216808789051,0,223.055694599317,0,0,0,285.188017006075,0,0,0,0,0,0,216.096901384542,0,0,136.981735043308,0,0,0,0,0,0,0,0,0,0,0,0,430.870111245556,0,324.442232008213,0,0,0,249.175238318059,220.219652384387,0,217.181389128346,0,0,0,0,0,233.335701692264,182.694642578873,0,293.015940760214,0,0,0,0,0
gene196,0,245.973138773697,0,0,313.237727717841,0,0,333.729326977727,350.95318333439,0,0,188.503031074248,315.796956115575,0,263.714182185751,0,0,264.281080036598,150.223262699853,0,0,147.597149925969,206.886903175554,277.282158149031,238.176795919776,168.828053561003,505.281023795502,229.978251497235,221.084704463783,0,165.396177066601,272.2684273632,0,0,0,0,388.905516051878,0,251.092562498153,177.276104483276,0,280.417001197333,266.973342567725,282.864488474268,0,223.411506788147,200.159486730118,278.109891637889,0,332.9000256477,294.524733642151,0,586.178204129475,0,298.26039064659,0,201.844752993538,0,279.283797089513,0,277.085048909376,0,365.440493051789,0,0,0,220.219652384387,217.037299676303,266.451964712608,0,439.484953937401,0,360.335992710007,0,187.662905916879,0,0,0,199.26131680459,424.092724655954,0,302.320295244679,194.789087961852
gene197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170.172947736864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315.97103103233,0,0,0,0,0,0,0,254.001881986979,206.928855476267,334.911168535909,0,277.085048909376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177.276104483276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene199,0,0,0,0,313.237727717841,0,312.560321828853,535.933311884564,274.128785320885,444.516178005133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163.774078233922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236.079823293688,0,0,0,0,0
gene200,0,0,287.130979305059,383.810865097261,429.907476754571,0,229.982515570014,410.798113809096,0,0,0,0,208.904495595251,371.738969547604,0,0,0,327.52727167426,0,0,197.282417000016,0,0,0,0,215.509359908345,0,0,0,228.460355860848,187.945897675754,0,0,0,389.592548540569,0,0,0,0,0,0,0,0,0,269.614286615497,0,0,0,0,0,216.512308960418,0,0,0,194.940991154112,0,0,0,0,0,277.085048909376,205.896936099827,0,0,253.055616083811,0,0,0,0,0,0,0,0,0,161.843100571576,0,470.636245197378,370.283414809626,0,0,0,0,249.332495940303
gene201,310.110783299421,189.793207259923,287.130979305059,0,0,0,229.982515570014,333.729326977727,350.95318333439,572.213505539674,378.23670858171,146.722429446298,0,0,296.943534887247,0,0,327.52727167426,150.223262699853,233.398355796111,270.131536064274,0,206.886903175554,440.918668735709,0,263.938181425906,505.281023795502,178.792326836104,252.067421263456,312.966517608992,236.141329140448,0,223.055694599317,0,0,330.711278980325,285.188017006075,493.222572359337,0,252.597779100809,301.994799878861,181.535810211439,364.545221625504,0,269.614286615497,286.152379830845,136.981735043308,332.196288346676,0,0,315.302927745181,366.956674384658,466.487775254339,334.655794176542,245.804797896866,299.043246724718,325.243927704504,136.61519196367,224.978831516386,387.040993583717,0,0,0,0,321.438072759955,362.537530739427,0,217.037299676303,266.451964712608,423.957158295602,265.724161762501,0,478.744269517219,238.534537820057,120.218227301998,0,0,0,225.067947245205,0,198.13929335806,0,249.332495940303
gene202,0,0,0,0,0,0,0,0,0,0,378.23670858171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178.792326836104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290.656809993607,0,0,0,0,0,0,454.248081068793,0
gene204,0,0,0,519.075333862408,313.237727717841,0,229.982515570014,0,274.128785320885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168.828053561003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247.723341195641,230.151356002881,0,0,0,0,0,0,0,163.774078233922,0,0,0,0,0,220.829097576407,0,0,0,0,0,0,0,0,0,0,0,0,217.181389128346,0,0,0,0,0,0,0,326.292296770769,0,0,0,0,0,0
gene205,0,0,0,0,0,0,0,0,274.128785320885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene206,286.288682211242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190.01780511454,327.52727167426,0,0,197.282417000016,0,0,277.282158149031,0,0,0,0,0,0,216.873626594274,0,0,0,0,0,388.905516051878,0,0,177.276104483276,0,0,0,0,0,0,0,0,315.97103103233,0,0,0,0,0,0,0,0,136.61519196367,0,538.201553031333,341.257126823003,0,0,0,253.055616083811,300.992019998289,0,0,0,323.22463149049,0,0,0,0,0,0,0,0,0,0,0,0,282.298211257356
gene207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.636619570738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene208,0,0,0,0,0,0,229.982515570014,0,0,0,0,0,0,0,0,0,0,0,0,0,197.282417000016,147.597149925969,0,277.282158149031,0,168.828053561003,386.00452721854,229.978251497235,0,228.460355860848,204.180312356396,0,0,0,0,0,388.905516051878,0,0,224.30937847502,0,0,0,167.822677815762,0,0,259.185003842847,0,0,0,0,0,0,0,194.940991154112,0,285.304110219513,0,224.978831516386,0,277.085048909376,0,0,0,0,300.992019998289,0,0,0,0,0,0,0,295.345083688609,0,0,326.292296770769,0,199.26131680459,0,349.1498151236,377.287167207512,0
gene209,0,0,0,0,0,0,0,0,274.128785320885,0,0,0,0,0,0,0,0,0,0,0,0,221.609958698346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167.822677815762,0,0,176.322479597547,246.964392019273,315.97103103233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327.014117593673,0,0,0,0,0
gene210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191.626668891664,0,197.282417000016,0,258.390054246456,277.282158149031,0,0,0,0,0,0,216.873626594274,0,223.055694599317,0,0,0,0,0,0,0,0,0,0,0,0,177.484771285837,200.159486730118,0,0,0,216.512308960418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285.49296902178,0,0,0,265.724161762501,0,0,0,120.218227301998,0,0,0,0,0,247.368674118141,0,0
gene211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.636619570738,0,0,0,0,0,0,0,0,168.828053561003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230.151356002881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,541.955223487218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene212,198.230550020921,245.973138773697,404.381655150946,0,0,349.232509363034,0,333.729326977727,0,0,0,188.503031074248,208.904495595251,0,0,0,0,0,150.223262699853,0,153.437145985105,147.597149925969,328.48316446529,277.282158149031,0,168.828053561003,312.641804784015,300.728908426917,0,228.460355860848,128.216808789051,0,0,0,389.592548540569,354.522870973359,0,0,0,0,0,230.151356002881,288.372755641253,167.822677815762,0,223.411506788147,251.07370344436,0,0,0,216.512308960418,366.956674384658,466.487775254339,0,276.354672958093,220.829097576407,0,136.61519196367,334.911168535909,0,277.085048909376,338.168303177995,446.80629951697,0,202.789377098837,0,0,418.458310469396,266.451964712608,261.318450683195,0,0,0,238.534537820057,0,228.122153793122,0,236.079823293688,199.26131680459,0,0,0,249.332495940303
gene213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264.281080036598,0,0,0,0,0,0,0,0,0,283.291332034024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299.043246724718,0,180.200185903583,0,0,0,0,0,0,0,0,0,0,0,0,326.642350846685,0,0,0,0,0,0,0,199.26131680459,0,0,0,0
gene214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,334.362810137934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,545.46336768957,0,0,0
